metric_id,metrics,operating_system_type,display_names,feature_name,unique_identifier,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,level_no,feature_id,parent_id,create_dt
294,DR_Transfer Ecomm Traffic sent from App to cox.com,Google Android,Transfer,E COMMERCE,EC,,Transfer,,,,Google Android_EC_1.4,Google Android_EC_1,58,2,4,289.0,2025-01-22
295,DR_Visits where One EC Card was shown,Google Android,Easy Connect Eligible Visits,EASY CON NECT,ECN,Easy Connect Eligible Visits,,,,,Google Android_ECN_1,,59,1,5,,2025-01-22
296,DR_EC Flow>Success,Google Android,Overall Success,EASY CON NECT,ECN,,Overall Success,,,,Google Android_ECN_1.1,Google Android_ECN_1,60,2,5,295.0,2025-01-22
297,DR_EC>Failure,Google Android,Overall Failure,EASY CON NECT,ECN,,Overall Failure,,,,Google Android_ECN_1.2,Google Android_ECN_1,61,2,5,295.0,2025-01-22
298,DR_EC Flow>Timeout,Google Android,Overall Timeout,EASY CON NECT,ECN,,Overall Timeout,,,,Google Android_ECN_1.3,Google Android_ECN_1,62,2,5,295.0,2025-01-22
299,DR_EC>No Result,Google Android,Overall No Result,EASY CON NECT,ECN,,Overall No Result,,,,Google Android_ECN_1.4,Google Android_ECN_1,63,2,5,295.0,2025-01-22
300,DR_Easy Connect - Started,Google Android,Started the Flow,EASY CON NECT,ECN,,Started the Flow,,,,Google Android_ECN_1.5,Google Android_ECN_1,64,2,5,295.0,2025-01-22
301,DR_Easy Connect Started - Success,Google Android,Success,EASY CON NECT,ECN,,,Success,,,Google Android_ECN_1.5.1,Google Android_ECN_1.5,65,3,5,300.0,2025-01-22
302,DR_Easy Connect Started - Failure,Google Android,Failure,EASY CON NECT,ECN,,,Failure,,,Google Android_ECN_1.5.2,Google Android_ECN_1.5,66,3,5,300.0,2025-01-22
303,DR_Easy Connect Started - Timeout,Google Android,Timeout,EASY CON NECT,ECN,,,Timeout,,,Google Android_ECN_1.5.3,Google Android_ECN_1.5,67,3,5,300.0,2025-01-22
304,DR_Easy Connect Started - No Result,Google Android,No Result,EASY CON NECT,ECN,,,No Result,,,Google Android_ECN_1.5.4,Google Android_ECN_1.5,68,3,5,300.0,2025-01-22
305,DR_Easy Connect - Started Agent Chat,Google Android,Easyconnect_Interacted with Chat,EASY CON NECT,ECN,,,Easyconnect_Interacted with Chat,,,Google Android_ECN_1.5.5,Google Android_ECN_1.5,69,3,5,300.0,2025-01-22
306,DR_Visits who did not Start EC Flow,Google Android,Did Not Start the Flow,EASY CON NECT,ECN,,Did Not Start the Flow,,,,Google Android_ECN_1.6,Google Android_ECN_1,70,2,5,295.0,2025-01-22
307,DR_Visits who did not Start EC Flow - Success,Google Android,Did_not Success,EASY CON NECT,ECN,,,Did_not Success,,,Google Android_ECN_1.6.1,Google Android_ECN_1.6,71,3,5,306.0,2025-01-22
308,DR_Visits who did not Start EC Flow - Failure,Google Android,Did_not Failure,EASY CON NECT,ECN,,,Did_not Failure,,,Google Android_ECN_1.6.2,Google Android_ECN_1.6,72,3,5,306.0,2025-01-22
309,DR_Visits who did not Start EC Flow - No Result,Google Android,Did_not No Result,EASY CON NECT,ECN,,,Did_not No Result,,,Google Android_ECN_1.6.3,Google Android_ECN_1.6,73,3,5,306.0,2025-01-22
310,DR_Easy Connect - Self install success,Google Android,,EASY CON NECT,ECN,,,,,,,,74,1,5,,2025-01-22
311,DR_Easy Connect - Self install Timeout,Google Android,,EASY CON NECT,ECN,,,,,,,,75,1,5,,2025-01-22
312,cancel,Google Android,,KEY WORDS,KW,,,,,,,,76,1,6,,2025-01-22
313,cancel service,Google Android,,KEY WORDS,KW,,,,,,,,77,1,6,,2025-01-22
314,modem,Google Android,,KEY WORDS,KW,,,,,,,,78,1,6,,2025-01-22
315,speed test,Google Android,,KEY WORDS,KW,,,,,,,,79,1,6,,2025-01-22
316,outage,Google Android,,KEY WORDS,KW,,,,,,,,80,1,6,,2025-01-22
317,bill,Google Android,,KEY WORDS,KW,,,,,,,,81,1,6,,2025-01-22
318,install,Google Android,,KEY WORDS,KW,,,,,,,,82,1,6,,2025-01-22
319,hotspot,Google Android,,KEY WORDS,KW,,,,,,,,83,1,6,,2025-01-22
320,outage map,Google Android,,KEY WORDS,KW,,,,,,,,84,1,6,,2025-01-22
321,email,Google Android,,KEY WORDS,KW,,,,,,,,85,1,6,,2025-01-22
322,activate,Google Android,,KEY WORDS,KW,,,,,,,,86,1,6,,2025-01-22
323,fiber,Google Android,,KEY WORDS,KW,,,,,,,,87,1,6,,2025-01-22
324,moving,Google Android,,KEY WORDS,KW,,,,,,,,88,1,6,,2025-01-22
325,upgrade,Google Android,,KEY WORDS,KW,,,,,,,,89,1,6,,2025-01-22
326,plans,Google Android,,KEY WORDS,KW,,,,,,,,90,1,6,,2025-01-22
327,outages,Google Android,,KEY WORDS,KW,,,,,,,,91,1,6,,2025-01-22
328,customer service,Google Android,,KEY WORDS,KW,,,,,,,,92,1,6,,2025-01-22
329,set up,Google Android,,KEY WORDS,KW,,,,,,,,93,1,6,,2025-01-22
330,speed,Google Android,,KEY WORDS,KW,,,,,,,,94,1,6,,2025-01-22
331,set up new modem,Google Android,,KEY WORDS,KW,,,,,,,,95,1,6,,2025-01-22
332,DR_Login Page Visits,Google Android,Login Page Visits,LOG IN,LI,Login Page Visits,,,,,Google Android_LI_1,,96,1,7,,2025-01-22
333,DR_Successful logins,Google Android,Login Success Rate,LOG IN,LI,,Login Success Rate,,,,Google Android_LI_1.1,Google Android_LI_1,97,2,7,332.0,2025-01-22
334,DR_Auto Logins,Google Android,Share of Auto Login (Remember/Biometrics),LOG IN,LI,,,Share of Auto Login (Remember/Biometrics),,,Google Android_LI_1.1.1,Google Android_LI_1.1,98,3,7,333.0,2025-01-22
335,DR_Clicks to MFA Verification,Google Android,with TSV,LOG IN,LI,,with TSV,,,,Google Android_LI_1.2,Google Android_LI_1,99,2,7,332.0,2025-01-22
336,DR_Clicks on Forgot User ID,Google Android,User ID Recovery,LOG IN,LI,,User ID Recovery,,,,Google Android_LI_1.3,Google Android_LI_1,100,2,7,332.0,2025-01-22
337,Clicks on Forgot Password,Google Android,Password Reset,LOG IN,LI,,Password Reset,,,,Google Android_LI_1.4,Google Android_LI_1,101,2,7,332.0,2025-01-22
338,DR_Need to Register,Google Android,Registration,LOG IN,LI,,Registration,,,,Google Android_LI_1.5,Google Android_LI_1,102,2,7,332.0,2025-01-22
339,DR_Notification status Exists,Google Android,Notifi_center Visits with Bell icon,NOTIFICATION CENTER,NC,Notifi_center Visits with Bell icon,,,,,Google Android_NC_1,,103,1,8,,2025-01-22
340,DR_Notification received visits,Google Android,Notifi_center Visits with new notifications,NOTIFICATION CENTER,NC,,Notifi_center Visits with new notifications,,,,Google Android_NC_1.1,Google Android_NC_1,104,2,8,339.0,2025-01-22
341,DR_Notification page Visits,Google Android,Notifi_center Clicked bell with new notifications,NOTIFICATION CENTER,NC,,,Notifi_center Clicked bell with new notifications,,,Google Android_NC_1.1.1,Google Android_NC_1.1,105,3,8,340.0,2025-01-22
342,DR_Notification Viewed with new notifications,Google Android,Notifi_center Viewed,NOTIFICATION CENTER,NC,,,,Notifi_center Viewed,,Google Android_NC_1.1.1.1,Google Android_NC_1.1.1,106,4,8,341.0,2025-01-22
343,DR_Notification Declined with new notifications,Google Android,Notifi_center Declined,NOTIFICATION CENTER,NC,,,,Notifi_center Declined,,Google Android_NC_1.1.1.2,Google Android_NC_1.1.1,107,4,8,341.0,2025-01-22
344,DR_Notification accepted with new notifications,Google Android,Notifi_center Accepted,NOTIFICATION CENTER,NC,,,,Notifi_center Accepted,,Google Android_NC_1.1.1.3,Google Android_NC_1.1.1,108,4,8,341.0,2025-01-22
345,DR_No action on new notifications,Google Android,Notifi_center No Action,NOTIFICATION CENTER,NC,,,,Notifi_center No Action,,Google Android_NC_1.1.1.4,Google Android_NC_1.1.1,109,4,8,341.0,2025-01-22
346,DR_Notifications not received visits,Google Android,Notifi_center Visits with no new notifications,NOTIFICATION CENTER,NC,,Notifi_center Visits with no new notifications,,,,Google Android_NC_1.2,Google Android_NC_1,110,2,8,339.0,2025-01-22
347,DR_Notification Viewed with no new notifications,Google Android,with no new notifi Viewed,NOTIFICATION CENTER,NC,,,,with no new notifi Viewed,,Google Android_NC_1.2.0.1,Google Android_NC_1.2.0,111,4,8,,2025-01-22
348,DR_Notification Declined with no new notification,Google Android,with no new notifi Declined,NOTIFICATION CENTER,NC,,,,with no new notifi Declined,,Google Android_NC_1.2.0.2,Google Android_NC_1.2.0,112,4,8,,2025-01-22
349,DR_Notification accepted with no new notifications,Google Android,with no new notifi Accepted,NOTIFICATION CENTER,NC,,,,with no new notifi Accepted,,Google Android_NC_1.2.0.3,Google Android_NC_1.2.0,113,4,8,,2025-01-22
350,DR_No action on no new notifications,Google Android,with no new notifi No Action,NOTIFICATION CENTER,NC,,,,with no new notifi No Action,,Google Android_NC_1.2.0.4,Google Android_NC_1.2.0,114,4,8,,2025-01-22
351,DR_Visits,Google Android,Visits,OVER ALL,OA,Visits,,,,,Google Android_OA_1,,115,1,9,,2025-01-22
352,Unique Visitors,Google Android,Visitors,OVER ALL,OA,,,,,,,,116,1,9,,2025-01-22
353,Page Views,Google Android,Page Views,OVER ALL,OA,,,,,,,,117,1,9,,2025-01-22
354,Average Time Spent on Page,Google Android,Average Time Spent (mins),OVER ALL,OA,,,,,,,,118,1,9,,2025-01-22
355,DR_New Visitors,Google Android,New Visitors,OVER ALL,OA,,New Visitors,,,,Google Android_OA_1.1,Google Android_OA_1,119,2,9,351.0,2025-01-22
356,DR_Server Errors,Google Android,Server Errors,OVER ALL,OA,,Server Errors,,,,Google Android_OA_1.2,Google Android_OA_1,120,2,9,351.0,2025-01-22
357,DR_Overall Chat,Google Android,Visits to Chat,OVER ALL,OA,,Visits to Chat,,,,Google Android_OA_1.3,Google Android_OA_1,121,2,9,351.0,2025-01-22
358,DR_continuing chat from new chat page,Google Android,Continuing chat from new chat page,OVER ALL,OA,,,,,,,,122,1,9,,2025-01-22
359,DR_Message Us,Google Android,Visits to Chat (Bot),OVER ALL,OA,,Visits to Chat (Bot),,,,Google Android_OA_1.4,Google Android_OA_1,123,2,9,351.0,2025-01-22
360,DR_Agent Chat,Google Android,Visits to Agent Chat (Skip bot),OVER ALL,OA,,Visits to Agent Chat (Skip bot),,,,Google Android_OA_1.5,Google Android_OA_1,124,2,9,351.0,2025-01-22
361,DR_Self Service Initiated,Google Android,Visits to Self Service Features,OVER ALL,OA,,Visits to Self Service Features,,,,Google Android_OA_1.6,Google Android_OA_1,125,2,9,351.0,2025-01-22
362,DR_CoxApp | Visits with Chat and No Self Service Initiated,Google Android,Visits with Chat but No Self Service,OVER ALL,OA,,Visits with Chat but No Self Service,,,,Google Android_OA_1.7,Google Android_OA_1,126,2,9,351.0,2025-01-22
363,DR_CoxApp | Visits with No Self Service and No Chat,Google Android,Visits with Neither Self Service nor Chat,OVER ALL,OA,,Visits with Neither Self Service nor Chat,,,,Google Android_OA_1.8,Google Android_OA_1,127,2,9,351.0,2025-01-22
364,DR_CoxApp | Visits not logged in,Google Android,Not Logged-in Visits,OVER ALL,OA,,Not Logged-in Visits,,,,Google Android_OA_1.9,Google Android_OA_1,128,2,9,351.0,2025-01-22
365,DR_Native Registration Home Page,Google Android,Visits to Registration Home Page,RE GISTRATION (NATIVE),RG(,Visits to Registration Home Page,,,,,Google Android_RG(_1,,129,1,10,,2025-01-22
366,DR_Native Registration Confirmation,Google Android,New Registrations,RE GISTRATION (NATIVE),RG(,,New Registrations,,,,Google Android_RG(_1.1,Google Android_RG(_1,130,2,10,365.0,2025-01-22
367,DR_Native Registration - Already Registered,Google Android,Already Registered,RE GISTRATION (NATIVE),RG(,,Already Registered,,,,Google Android_RG(_1.2,Google Android_RG(_1,131,2,10,365.0,2025-01-22
368,DR_Native Registration - Did not Registered,Google Android,Did not Register,RE GISTRATION (NATIVE),RG(,,Did not Register,,,,Google Android_RG(_1.3,Google Android_RG(_1,132,2,10,365.0,2025-01-22
369,DR_Native Registration - Server Form Errors,Google Android,Reg_native Server Errors,RE GISTRATION (NATIVE),RG(,,Reg_native Server Errors,,,,Google Android_RG(_1.4,Google Android_RG(_1,133,2,10,365.0,2025-01-22
370,DR_CoxApp | Chat from Registration Flow,Google Android,Reg_native Interacted with Chat,RE GISTRATION (NATIVE),RG(,,Reg_native Interacted with Chat,,,,Google Android_RG(_1.5,Google Android_RG(_1,134,2,10,365.0,2025-01-22
371,DR_Native Registration - Intent to Register,Google Android,Intent to Register,RE GISTRATION (NATIVE),RG(,Intent to Register,,,,,Google Android_RG(_2,,135,1,10,,2025-01-22
372,DR_Native Registration Success,Google Android,Funnel Success Rate,RE GISTRATION (NATIVE),RG(,,Funnel Success Rate,,,,Google Android_RG(_2.1,Google Android_RG(_2,136,2,10,371.0,2025-01-22
373,DR_Native Registration - Phone Lookup,Google Android,Phone Lookup,RE GISTRATION (NATIVE),RG(,Phone Lookup,,,,,Google Android_RG(_3,,137,1,10,,2025-01-22
374,DR_Native Registration - Phone Lookup Success,Google Android,Phone Lookup Success Rate,RE GISTRATION (NATIVE),RG(,,Phone Lookup Success Rate,,,,Google Android_RG(_3.1,Google Android_RG(_3,138,2,10,373.0,2025-01-22
375,DR_Native Registration - Email Lookup,Google Android,Email Lookup,RE GISTRATION (NATIVE),RG(,Email Lookup,,,,,Google Android_RG(_4,,139,1,10,,2025-01-22
376,DR_Native Registration - Email Lookup Success,Google Android,Email Lookup Success Rate,RE GISTRATION (NATIVE),RG(,,Email Lookup Success Rate,,,,Google Android_RG(_4.1,Google Android_RG(_4,140,2,10,375.0,2025-01-22
377,DR_Reset Modem - Home Page,Google Android,Reset Modem Start Page Visits,RESET MODEM,RM,Reset Modem Start Page Visits,,,,,Google Android_RM_1,,141,1,11,,2025-01-22
378,DR_Reset Modem - Started Rebooting Process,Google Android,Started Reset Process,RESET MODEM,RM,,Started Reset Process,,,,Google Android_RM_1.1,Google Android_RM_1,142,2,11,377.0,2025-01-22
379,DR_Reset Modem - Rebooting Complete,Google Android,Reset Process Complete,RESET MODEM,RM,,,Reset Process Complete,,,Google Android_RM_1.1.1,Google Android_RM_1.1,143,3,11,378.0,2025-01-22
380,DR_Reset Modem - Rebooting Incomplete,Google Android,Reset Process Incomplete,RESET MODEM,RM,,,Reset Process Incomplete,,,Google Android_RM_1.1.2,Google Android_RM_1.1,144,3,11,378.0,2025-01-22
381,DR_Reset Modem - Agent Chat,Google Android,Reset_Modem Interacted with Chat,RESET MODEM,RM,,,Reset_Modem Interacted with Chat,,,Google Android_RM_1.1.3,Google Android_RM_1.1,145,3,11,378.0,2025-01-22
382,DR_Reset Modem - Error Outage,Google Android,Error Outage,RESET MODEM,RM,,Error Outage,,,,Google Android_RM_1.2,Google Android_RM_1,146,2,11,377.0,2025-01-22
383,DR_Reset Modem Error - Non Pay,Google Android,Non Pay Error,RESET MODEM,RM,,Non Pay Error,,,,Google Android_RM_1.3,Google Android_RM_1,147,2,11,377.0,2025-01-22
384,DR_Reset Modem Error -DMCA,Google Android,DMCA Error,RESET MODEM,RM,,DMCA Error,,,,Google Android_RM_1.4,Google Android_RM_1,148,2,11,377.0,2025-01-22
385,DR_Reset Tvbox - Home Page,Google Android,Reset TV Box Start Page Visits,RESET TV BOX,RTB,Reset TV Box Start Page Visits,,,,,Google Android_RTB_1,,149,1,12,,2025-01-22
386,DR_Reset Tvbox - Rebooting,Google Android,Reset_TV Started Reset Process,RESET TV BOX,RTB,,Reset_TV Started Reset Process,,,,Google Android_RTB_1.1,Google Android_RTB_1,150,2,12,385.0,2025-01-22
387,DR_Reset Tvbox - Complete,Google Android,Reset_TV Process Complete,RESET TV BOX,RTB,,,Reset_TV Process Complete,,,Google Android_RTB_1.1.1,Google Android_RTB_1.1,151,3,12,386.0,2025-01-22
388,DR_Reset Tvbox - Incomplete,Google Android,Reset_TV Process Incomplete,RESET TV BOX,RTB,,,Reset_TV Process Incomplete,,,Google Android_RTB_1.1.2,Google Android_RTB_1.1,152,3,12,386.0,2025-01-22
389,DR_Reset Tvbox - Agent Chat,Google Android,Reset_TV Interacted with Chat,RESET TV BOX,RTB,,,Reset_TV Interacted with Chat,,,Google Android_RTB_1.1.3,Google Android_RTB_1.1,153,3,12,386.0,2025-01-22
390,DR_Reset Tvbox - Error Outage,Google Android,Reset_TV Error Outage,RESET TV BOX,RTB,,Reset_TV Error Outage,,,,Google Android_RTB_1.2,Google Android_RTB_1,154,2,12,385.0,2025-01-22
391,DR_Reset Tvbox Error - Non Pay,Google Android,Reset_TV Non Pay Error,RESET TV BOX,RTB,,Reset_TV Non Pay Error,,,,Google Android_RTB_1.3,Google Android_RTB_1,155,2,12,385.0,2025-01-22
392,DR_Reset Tvbox Error - DMCA,Google Android,Reset_TV DMCA Error,RESET TV BOX,RTB,,Reset_TV DMCA Error,,,,Google Android_RTB_1.4,Google Android_RTB_1,156,2,12,385.0,2025-01-22
393,DR_Alert Type Visits,Google Android,Visits with Service Alert,SERVICE ALERT,SA,Visits with Service Alert,,,,,Google Android_SA_1,,157,1,13,,2025-01-22
394,DR_Outage Alert,Google Android,Service_alert Outage,SERVICE ALERT,SA,,Service_alert Outage,,,,Google Android_SA_1.1,Google Android_SA_1,158,2,13,393.0,2025-01-22
395,Dr_Campaign Rolloff Alert,Google Android,Service_alert Campaign Rolloff,SERVICE ALERT,SA,,Service_alert Campaign Rolloff,,,,Google Android_SA_1.2,Google Android_SA_1,159,2,13,393.0,2025-01-22
396,Dr_NonPay Suspension Alert,Google Android,Service_alert NonPay Suspension,SERVICE ALERT,SA,,Service_alert NonPay Suspension,,,,Google Android_SA_1.3,Google Android_SA_1,160,2,13,393.0,2025-01-22
397,Dr_Network Construction Alert,Google Android,Service_alert Network Construction,SERVICE ALERT,SA,,Service_alert Network Construction,,,,Google Android_SA_1.4,Google Android_SA_1,161,2,13,393.0,2025-01-22
398,Dr_DMCA Termination Alert,Google Android,Service_alert DMCA Termination,SERVICE ALERT,SA,,Service_alert DMCA Termination,,,,Google Android_SA_1.5,Google Android_SA_1,162,2,13,393.0,2025-01-22
399,server:error:CC-EACCES,Google Android,,SERVER ERRORS,SE,,,,,,,,163,1,14,,2025-01-22
400,server:error:CC-INVALID_CREDS,Google Android,,SERVER ERRORS,SE,,,,,,,,164,1,14,,2025-01-22
401,server:error:CC-INTERNAL_ERROR,Google Android,,SERVER ERRORS,SE,,,,,,,,165,1,14,,2025-01-22
402,server:error:CC-TOKEN_EXPIRED,Google Android,,SERVER ERRORS,SE,,,,,,,,166,1,14,,2025-01-22
403,server:error:null,Google Android,,SERVER ERRORS,SE,,,,,,,,167,1,14,,2025-01-22
404,server:error:unable_to_retrieve_data_usage_information_at_this_time,Google Android,,SERVER ERRORS,SE,,,,,,,,168,1,14,,2025-01-22
405,server:error:CC-ACCOUNT_NOT_FOUND,Google Android,,SERVER ERRORS,SE,,,,,,,,169,1,14,,2025-01-22
406,server:error:CC-USERNAME-ALREADY-EXISTS,Google Android,,SERVER ERRORS,SE,,,,,,,,170,1,14,,2025-01-22
407,server:error:CC-INVALID_ZIPCODE,Google Android,,SERVER ERRORS,SE,,,,,,,,171,1,14,,2025-01-22
408,server:error:CC-INVALID_CVV,Google Android,,SERVER ERRORS,SE,,,,,,,,172,1,14,,2025-01-22
409,server:error:CC-INVALID_CARD_NUMBER,Google Android,,SERVER ERRORS,SE,,,,,,,,173,1,14,,2025-01-22
410,server:error:CC-DUPLICATE_PAYMENT,Google Android,,SERVER ERRORS,SE,,,,,,,,174,1,14,,2025-01-22
411,server:error:CC-PASSWORD_DENIED,Google Android,,SERVER ERRORS,SE,,,,,,,,175,1,14,,2025-01-22
412,server:error:CC-CURRENT_PIN_INVALID,Google Android,,SERVER ERRORS,SE,,,,,,,,176,1,14,,2025-01-22
413,server:error:CC-PASSWORD_EXPIRED,Google Android,,SERVER ERRORS,SE,,,,,,,,177,1,14,,2025-01-22
414,server:error:CC-PAYMENT_METHOD_RESTRICTED,Google Android,,SERVER ERRORS,SE,,,,,,,,178,1,14,,2025-01-22
415,server:error:MappingTemplate,Google Android,,SERVER ERRORS,SE,,,,,,,,179,1,14,,2025-01-22
416,server:error:CC-ICOMS_API_ERROR,Google Android,,SERVER ERRORS,SE,,,,,,,,180,1,14,,2025-01-22
417,DR_SmartHelp - Landing Page,Google Android,Devices Page Visits,SMART HELP,SH,Devices Page Visits,,,,,Google Android_SH_1,,181,1,15,,2025-01-22
418,DR_SmartHelp - Started,Google Android,Started Troubleshooting (Solution Center),SMART HELP,SH,,Started Troubleshooting (Solution Center),,,,Google Android_SH_1.1,Google Android_SH_1,182,2,15,417.0,2025-01-22
419,DR_SmartHelp - Result,Google Android,Saw a Result,SMART HELP,SH,,,Saw a Result,,,Google Android_SH_1.1.1,Google Android_SH_1.1,183,3,15,418.0,2025-01-22
420,DR_SmartHelp Result - Unknown,Google Android,1st common reason (Unknown),SMART HELP,SH,,,,1st common reason (Unknown),,Google Android_SH_1.1.1.1,Google Android_SH_1.1.1,184,4,15,419.0,2025-01-22
421,DR_SmartHelp Result - Disconnected,Google Android,2nd common reason (Disconnected),SMART HELP,SH,,,,2nd common reason (Disconnected),,Google Android_SH_1.1.1.2,Google Android_SH_1.1.1,185,4,15,419.0,2025-01-22
422,DR_SmartHelp Result - Incomplete Install,Google Android,3rd common reason (Incomplete Install),SMART HELP,SH,,,,3rd common reason (Incomplete Install),,Google Android_SH_1.1.1.3,Google Android_SH_1.1.1,186,4,15,419.0,2025-01-22
423,DR_SmartHelp - Reboot Flow Started,Google Android,Did a Device Reboot,SMART HELP,SH,,Did a Device Reboot,,,,Google Android_SH_1.2,Google Android_SH_1,187,2,15,417.0,2025-01-22
424,DR_SmartHelp - P&P,Google Android,Started Proactive and Preventive (P&P),SMART HELP,SH,,Started Proactive and Preventive (P&P),,,,Google Android_SH_1.3,Google Android_SH_1,188,2,15,417.0,2025-01-22
425,DR_Smarthelp P&P - Let's troubleshoot together,Google Android,Started P&P troubleshooting,SMART HELP,SH,,,Started P&P troubleshooting,,,Google Android_SH_1.3.1,Google Android_SH_1.3,189,3,15,424.0,2025-01-22
426,DR_Smarthelp P&P - Reset Complete,Google Android,Smarthelp Reset Complete,SMART HELP,SH,,,Smarthelp Reset Complete,,,Google Android_SH_1.3.2,Google Android_SH_1.3,190,3,15,424.0,2025-01-22
427,DR_Smarthelp P&P - Let's schedule a technician visit,Google Android,Schedule Tech,SMART HELP,SH,,,Schedule Tech,,,Google Android_SH_1.3.3,Google Android_SH_1.3,191,3,15,424.0,2025-01-22
428,DR_Smarthelp P&P - Connect with a support agent,Google Android,Connect with Agent,SMART HELP,SH,,,Connect with Agent,,,Google Android_SH_1.3.4,Google Android_SH_1.3,192,3,15,424.0,2025-01-22
429,DR_Smarthelp P&P - Interacted with Chat Agent,Google Android,Smarthelp_P&P Interacted with Chat,SMART HELP,SH,,,Smarthelp_P&P Interacted with Chat,,,Google Android_SH_1.3.5,Google Android_SH_1.3,193,3,15,424.0,2025-01-22
430,DR_SmartHelp - Billing & Account Support,Google Android,Clicked Billing & Account Support,SMART HELP,SH,,Clicked Billing & Account Support,,,,Google Android_SH_1.4,Google Android_SH_1,194,2,15,417.0,2025-01-22
431,DR_SmartHelp - Internet Support,Google Android,Clicked Internet Support,SMART HELP,SH,,Clicked Internet Support,,,,Google Android_SH_1.5,Google Android_SH_1,195,2,15,417.0,2025-01-22
432,DR_SmartHelp - TV Support,Google Android,Clicked TV Support,SMART HELP,SH,,Clicked TV Support,,,,Google Android_SH_1.6,Google Android_SH_1,196,2,15,417.0,2025-01-22
433,DR_SmartHelp - Homelife Support,Google Android,Clicked Homelife Support,SMART HELP,SH,,Clicked Homelife Support,,,,Google Android_SH_1.7,Google Android_SH_1,197,2,15,417.0,2025-01-22
434,DR_SmartHelp - Agent Chat,Google Android,Smarthelp_Interacted with Chat,SMART HELP,SH,,Smarthelp_Interacted with Chat,,,,Google Android_SH_1.8,Google Android_SH_1,198,2,15,417.0,2025-01-22
435,DR_Support Home,Google Android,Support Home Visits,S UPPORT,SU,Support Home Visits,,,,,Google Android_SU_1,,199,1,16,,2025-01-22
436,DR_Support - Internet,Google Android,Support Internet Support,S UPPORT,SU,,Support Internet Support,,,,Google Android_SU_1.1,Google Android_SU_1,200,2,16,435.0,2025-01-22
437,DR_Support - Billing and Account,Google Android,Billing & Account Support,S UPPORT,SU,,Billing & Account Support,,,,Google Android_SU_1.2,Google Android_SU_1,201,2,16,435.0,2025-01-22
438,DR_Support - Billing,Google Android,Billing Support,S UPPORT,SU,,Billing Support,,,,Google Android_SU_1.3,Google Android_SU_1,202,2,16,435.0,2025-01-22
439,DR_Support - Account,Google Android,Account Support,S UPPORT,SU,,Account Support,,,,Google Android_SU_1.4,Google Android_SU_1,203,2,16,435.0,2025-01-22
440,DR_Support - TV,Google Android,Support TV Support,S UPPORT,SU,,Support TV Support,,,,Google Android_SU_1.5,Google Android_SU_1,204,2,16,435.0,2025-01-22
441,DR_Support - Homelife,Google Android,Support Homelife Support,S UPPORT,SU,,Support Homelife Support,,,,Google Android_SU_1.6,Google Android_SU_1,205,2,16,435.0,2025-01-22
442,DR_Support - Mobile,Google Android,Support Mobile Support,S UPPORT,SU,,Support Mobile Support,,,,Google Android_SU_1.7,Google Android_SU_1,206,2,16,435.0,2025-01-22
443,DR_Support - Read an Article,Google Android,Read an Article,S UPPORT,SU,,Read an Article,,,,Google Android_SU_1.8,Google Android_SU_1,207,2,16,435.0,2025-01-22
444,DR_Support - Search,Google Android,Support Search,S UPPORT,SU,,Support Search,,,,Google Android_SU_1.9,Google Android_SU_1,208,2,16,435.0,2025-01-22
445,DR_Support - Click on Exit Link,Google Android,Went to External Link,S UPPORT,SU,,Went to External Link,,,,Google Android_SU_1.10,Google Android_SU_1,209,2,16,435.0,2025-01-22
446,DR_Support - App Feedback,Google Android,App Feedback,S UPPORT,SU,,App Feedback,,,,Google Android_SU_1.11,Google Android_SU_1,210,2,16,435.0,2025-01-22
447,DR_Support - Agent chat started,Google Android,Support Interacted with Chat,S UPPORT,SU,,Support Interacted with Chat,,,,Google Android_SU_1.12,Google Android_SU_1,211,2,16,435.0,2025-01-22
448,DR_TSV Enrollment Home Page,Google Android,Visits to TSV Home Page,TWO-STEP VERIFICATION,TV,Visits to TSV Home Page,,,,,Google Android_TV_1,,212,1,17,,2025-01-22
449,DR_TSV | Intent to Enrollment,Google Android,TSV Enrollment Page,TWO-STEP VERIFICATION,TV,,TSV Enrollment Page,,,,Google Android_TV_1.1,Google Android_TV_1,213,2,17,448.0,2025-01-22
450,DR_TSV Enrollment - Success,Google Android,TSV Overall Success Rate,TWO-STEP VERIFICATION,TV,,TSV Overall Success Rate,,,,Google Android_TV_1.2,Google Android_TV_1,214,2,17,448.0,2025-01-22
451,DR_TSV Enrollment - Update,Google Android,TSV Update,TWO-STEP VERIFICATION,TV,,TSV Update,,,,Google Android_TV_1.3,Google Android_TV_1,215,2,17,448.0,2025-01-22
452,DR_TSV Enrollment - Server Errors,Google Android,TSV Server Errors,TWO-STEP VERIFICATION,TV,,TSV Server Errors,,,,Google Android_TV_1.4,Google Android_TV_1,216,2,17,448.0,2025-01-22
453,DR_TSV Enrollment - Phone text,Google Android,TSV Phone Text,TWO-STEP VERIFICATION,TV,TSV Phone Text,,,,,Google Android_TV_2,,217,1,17,,2025-01-22
454,DR_TSV Enrollment - Phone text Success,Google Android,TSV Text Success Rate,TWO-STEP VERIFICATION,TV,,TSV Text Success Rate,,,,Google Android_TV_2.1,Google Android_TV_2,218,2,17,453.0,2025-01-22
